3249,8764,2007-02-02 22:52:16.0,1,1,2007-01-06 05:47:46.0,0
8426,3356,2007-01-19 03:20:21.0,3,3,2007-01-19 03:20:21.0,0
32327,3320,2007-02-02 01:59:25.0,0,1,2007-01-10 14:37:14.0,0
6453,224,2007-01-29 20:16:56.0,2,18,2007-02-03 23:00:24.0,0
7794,23076,2007-02-03 13:20:13.0,0,1,2007-01-06 05:03:24.0,0
6423,22494,2007-02-02 05:24:27.0,1,1,2007-01-04 14:26:52.0,0
701,5049,2007-02-03 16:17:05.0,0,1,2007-01-06 03:00:53.0,0
1239,18985,2007-02-04 00:22:18.0,0,1,2007-01-06 22:39:02.0,0
30071,32459,2007-01-31 03:27:39.0,10,10,2007-01-06 21:56:44.0,0
8001,30138,2007-02-02 23:36:09.0,0,1,2007-01-06 20:52:18.0,0
11955,3356,2007-02-04 00:30:11.0,4,11,2007-01-07 00:03:49.0,0
209,27217,2007-02-03 22:19:11.0,1,1,2007-01-06 23:23:28.0,0
12741,29620,2007-02-03 22:39:15.0,1,1,2007-01-06 14:34:38.0,0
14939,7752,2007-02-04 00:35:00.0,0,1,2007-01-06 23:27:35.0,0
9116,12802,2007-02-03 00:58:17.0,1,1,2007-01-06 17:12:35.0,0
22867,17334,2007-02-03 23:41:15.0,1,4,2007-01-28 00:03:22.0,0
209,2572,2007-02-04 00:28:35.0,0,2,2007-01-07 00:32:34.0,0
3549,22844,2007-02-03 23:05:44.0,1,5,2007-01-06 13:07:09.0,0
15703,8201,2007-02-03 03:04:20.0,1,1,2007-01-06 22:19:36.0,0
11139,19246,2007-02-03 23:30:23.0,0,1,2007-01-06 15:29:05.0,0
4355,4319,2007-01-15 10:26:22.0,0,1,2007-01-15 10:26:22.0,0
15929,30804,2007-02-03 14:40:00.0,1,1,2007-01-06 04:13:37.0,0
10910,33036,2007-02-03 22:55:57.0,1,2,2007-01-05 02:54:43.0,0
3356,36259,2007-01-18 02:22:26.0,0,1,2007-01-13 12:43:32.0,0
701,29779,2007-02-02 20:00:11.0,1,1,2007-01-09 09:42:23.0,0
1901,8971,2007-02-03 09:44:19.0,1,1,2007-01-06 15:05:22.0,0
3356,14361,2007-02-04 00:14:21.0,1,3,2007-01-11 13:42:47.0,0
21127,30797,2007-02-03 16:08:38.0,0,1,2007-01-06 21:32:00.0,0
3356,9127,2007-02-03 23:15:48.0,1,5,2007-01-08 05:15:22.0,0
6703,31664,2007-02-03 09:06:23.0,1,1,2007-01-07 00:25:13.0,0
3356,32644,2007-02-03 19:23:00.0,1,1,2007-01-06 14:52:51.0,0
6539,11666,2007-02-03 20:05:16.0,0,1,2007-01-05 16:36:45.0,0
3356,4004,2007-01-13 04:26:42.0,66,83,2007-01-06 09:18:22.0,0
4004,35462,2007-02-03 09:06:45.0,0,1,2007-01-06 23:48:39.0,0
9556,7474,2007-01-22 18:51:37.0,1,1,2007-01-08 05:09:13.0,0
1221,19029,2007-02-03 13:11:22.0,0,1,2007-01-24 22:53:55.0,0
1273,12578,2007-02-02 20:18:12.0,1,1,2007-01-06 14:12:24.0,0
1239,21921,2007-01-13 04:56:48.0,2,2,2007-01-06 23:48:39.0,0
291,50,2007-02-03 21:04:30.0,1,1,2007-01-06 03:25:48.0,0
17787,7590,2007-02-02 09:23:48.0,0,1,2007-01-06 04:34:55.0,0
209,32144,2007-02-03 14:03:18.0,0,1,2007-01-06 16:57:15.0,0
31475,24609,2007-01-23 03:29:20.0,1,1,2007-01-04 09:17:13.0,0
8375,6461,2007-01-11 02:39:36.0,8667,8667,2007-01-11 02:39:36.0,0
16289,8220,2007-01-24 01:29:14.0,9,9,2007-01-07 00:56:56.0,0
22727,10882,2007-02-03 22:19:24.0,1,1,2007-01-13 11:36:44.0,0
7132,22348,2007-02-03 22:16:39.0,1,1,2007-01-06 21:53:38.0,0
174,29358,2007-02-03 16:41:01.0,1,1,2007-01-05 08:20:57.0,0
14717,3356,2007-01-29 11:41:18.0,1,1,2007-01-09 17:25:32.0,0
13264,701,2007-01-28 14:25:08.0,1,13,2007-01-07 00:27:13.0,0
2828,35947,2007-02-03 18:24:23.0,0,1,2007-01-06 03:21:27.0,0
22927,12956,2007-02-03 23:43:59.0,0,185,2007-01-27 20:11:06.0,0
15516,1299,2007-02-04 00:14:50.0,0,10,2007-01-07 00:05:02.0,0
3216,25227,2007-02-03 10:41:41.0,0,1,2007-01-06 22:35:21.0,0
1299,4513,2007-02-04 00:05:12.0,0,1,2007-01-07 00:27:32.0,0
8447,25432,2007-02-04 00:16:42.0,0,1,2007-01-06 01:54:55.0,0
9304,3662,2007-02-04 00:35:13.0,1,1,2007-01-07 00:29:36.0,0
12180,23146,2007-02-03 16:30:25.0,1,1,2007-01-06 18:43:01.0,0
3593,22580,2007-02-03 14:00:50.0,0,1,2007-01-06 07:06:52.0,0
13790,13345,2007-02-02 22:56:06.0,0,1,2007-01-06 17:23:57.0,0
6762,19244,2007-02-03 23:53:00.0,1,1,2007-01-14 00:11:26.0,0
2828,25767,2007-02-04 00:01:24.0,1,2,2007-01-07 00:26:52.0,0
701,32449,2007-02-03 16:24:04.0,1,1,2007-01-06 07:58:38.0,0
3549,5602,2007-02-03 23:52:59.0,1,1,2007-01-06 23:41:53.0,0
174,22633,2007-02-03 12:44:07.0,1,1,2007-01-06 18:06:31.0,0
7018,22043,2007-02-03 17:07:11.0,0,1,2007-01-06 23:06:57.0,0
2854,29196,2007-02-02 11:10:50.0,1,1,2007-01-06 21:00:56.0,0
33444,3549,2007-01-07 17:06:48.0,4,4,2007-01-07 17:06:48.0,0
12956,35749,2007-02-03 16:01:06.0,0,1,2007-01-04 11:13:04.0,0
21152,8452,2007-01-30 16:07:39.0,1,1,2007-01-12 06:09:38.0,0
3491,4319,2007-01-04 08:00:50.0,1,1,2007-01-04 08:00:50.0,0
22351,4007,2007-02-03 15:01:23.0,1,11,2007-01-06 21:24:25.0,0
34594,35416,2007-01-03 10:51:08.0,1,1,2007-01-03 10:51:08.0,0
7473,34610,2007-01-22 18:06:38.0,199,199,2007-01-22 18:06:38.0,0
7521,18140,2007-02-02 01:32:06.0,1,1,2007-01-06 11:39:33.0,0
7132,27582,2007-02-04 00:22:18.0,0,1,2007-01-07 00:16:31.0,0
7132,20406,2007-02-02 15:44:43.0,1,1,2007-01-01 11:47:34.0,0
10026,18485,2007-02-04 00:08:02.0,0,1,2007-01-07 00:07:27.0,0
1239,14155,2007-02-03 23:49:38.0,0,1,2007-01-07 00:28:11.0,0
16526,701,2007-02-03 09:25:04.0,0,1,2007-01-19 00:10:52.0,0
8468,29131,2007-01-10 18:41:10.0,0,1,2007-01-06 06:38:12.0,0
7018,10475,2007-02-03 12:59:24.0,1,1,2007-01-05 19:54:14.0,0
8903,35167,2007-02-03 20:42:08.0,9,9,2007-01-05 05:35:35.0,0
6762,8055,2007-02-03 21:27:10.0,1,1,2007-01-06 23:00:19.0,0
6453,3313,2007-02-04 00:35:41.0,0,1,2007-01-07 00:15:59.0,0
3491,24478,2007-02-03 11:57:19.0,4,4,2007-01-15 15:39:28.0,0
9942,9820,2007-02-03 01:37:19.0,1,1,2007-01-06 23:58:01.0,0
15645,8461,2007-01-03 16:00:07.0,2,2,2007-01-03 16:00:07.0,0
4355,2899,2007-01-22 02:04:33.0,1,1,2007-01-22 02:04:33.0,0
9829,4755,2007-02-02 11:46:08.0,9,9,2007-01-10 20:03:19.0,0
19151,3257,2007-02-03 23:57:05.0,0,1,2007-01-06 23:19:10.0,0
2854,13227,2007-02-03 22:55:57.0,0,1,2007-01-06 19:59:55.0,0
2200,3215,2007-02-04 00:08:17.0,0,1,2007-01-07 00:02:32.0,0
7018,11357,2007-02-02 19:45:33.0,1,1,2007-01-05 20:51:08.0,0
8881,12329,2007-02-03 22:57:56.0,0,1,2007-01-06 01:14:13.0,0
2914,14203,2007-02-03 17:05:22.0,1,1,2007-01-06 17:44:11.0,0
2152,5050,2006-12-31 16:00:30.0,1,1,2006-12-31 16:00:30.0,0
25186,35420,2007-01-29 21:44:54.0,1,1,2007-01-03 00:35:09.0,0
12989,5669,2007-01-02 05:24:47.0,0,1,2007-01-02 05:24:47.0,0
3549,29415,2007-02-03 23:45:46.0,0,1,2007-01-07 00:11:14.0,0
174,27490,2007-02-02 22:18:47.0,1,1,2007-01-04 08:18:49.0,0
8121,33597,2007-02-03 23:32:05.0,0,1,2007-01-06 19:31:27.0,0
6697,12406,2007-02-04 00:27:54.0,0,1,2007-01-07 00:19:58.0,0
10910,20316,2007-02-03 06:26:38.0,0,8,2007-01-06 21:34:40.0,0
25700,3549,2007-01-09 14:53:28.0,8,8,2007-01-09 14:53:28.0,0
11398,16667,2007-02-03 23:57:04.0,0,1,2007-01-07 00:28:01.0,0
7657,174,2007-02-03 14:45:37.0,1,162,2007-02-03 21:38:10.0,0
34727,21453,2007-01-21 06:51:56.0,0,1,2007-01-11 03:02:50.0,0
8744,25405,2007-02-03 10:39:21.0,1,1,2007-01-06 12:46:42.0,0
6461,29290,2007-01-27 12:10:31.0,1,1,2007-01-27 12:10:31.0,0
8220,5535,2007-02-03 23:12:42.0,1,1,2007-01-06 22:05:01.0,0
1239,11474,2007-02-03 21:57:19.0,0,1,2007-01-06 23:28:29.0,0
10238,9726,2007-02-03 23:18:02.0,6,17,2007-01-07 00:32:35.0,0
16131,8312,2007-01-30 19:38:50.0,1,1,2007-01-06 20:29:11.0,0
5384,8961,2007-02-03 05:45:30.0,1,1,2007-01-06 16:32:25.0,0
5571,29631,2007-02-03 09:27:39.0,0,1,2007-01-06 11:25:53.0,0
8468,28697,2007-02-03 06:28:01.0,1,1,2007-01-05 23:48:06.0,0
7018,1811,2007-01-02 18:28:37.0,30,30,2007-01-02 18:28:37.0,0
209,11100,2007-02-04 00:35:41.0,1,1,2007-01-06 23:06:21.0,0
1299,8400,2007-02-04 00:31:45.0,0,5,2007-01-07 00:29:46.0,0
6830,1120,2007-01-18 21:15:24.0,1,1,2007-01-04 14:10:31.0,0
6539,3561,2007-02-03 19:41:15.0,0,4,2007-01-07 00:27:02.0,0
24592,8928,2007-01-24 04:47:18.0,17,17,2007-01-08 13:44:25.0,0
20965,35503,2007-01-25 22:15:06.0,1,2,2007-01-04 19:21:48.0,0
8148,3356,2007-01-27 07:53:16.0,0,1,2007-01-13 11:22:41.0,0
7473,9498,2007-02-04 00:34:32.0,0,14,2007-01-07 00:30:57.0,0
21732,12181,2007-01-24 05:50:18.0,5,5,2007-01-24 05:50:18.0,0
701,31836,2007-01-29 19:54:31.0,1,1,2007-01-06 21:09:37.0,0
7018,16526,2007-02-03 23:31:39.0,1,1,2007-01-06 23:15:17.0,0
701,4739,2007-02-04 00:35:27.0,1,1,2007-01-07 00:31:36.0,0
13076,15444,2007-02-03 21:14:43.0,0,1,2007-01-06 22:44:46.0,0
8437,8412,2007-02-02 09:07:04.0,1,1,2007-01-03 20:26:12.0,0
17888,9906,2007-02-03 18:48:14.0,0,1,2007-01-06 20:07:20.0,0
3356,21012,2007-01-04 06:55:27.0,90,90,2007-01-04 06:55:27.0,0
174,28994,2007-01-27 19:29:25.0,0,1,2007-01-11 23:37:57.0,0
9299,10139,2007-02-04 00:24:06.0,1,1,2007-01-07 00:29:47.0,0
13645,3257,2007-02-02 18:54:19.0,21,147,2007-01-27 20:11:06.0,0
9318,17845,2007-02-03 21:31:03.0,1,1,2007-01-06 19:59:22.0,0
6848,9141,2007-01-18 00:50:39.0,29,29,2006-12-31 08:00:05.0,0
33653,7018,2007-01-16 23:23:13.0,1,1,2007-01-06 22:07:02.0,0
13293,15902,2007-02-03 07:45:45.0,0,1,2007-01-04 02:54:30.0,0
16259,5515,2007-01-01 08:02:29.0,1,1,2007-01-03 12:54:01.0,0
6505,8065,2007-01-26 21:20:41.0,1,1,2007-01-06 20:46:48.0,0
8426,34956,2007-02-03 18:24:46.0,0,1,2007-01-04 13:10:40.0,0
23342,30071,2007-02-03 19:41:58.0,0,1,2007-01-06 22:12:53.0,0
5571,28757,2007-02-03 22:09:23.0,0,24,2007-01-06 21:35:14.0,0
1239,14511,2007-01-30 14:45:32.0,1,1,2007-01-01 03:56:49.0,0
8788,20971,2007-02-03 14:28:05.0,0,1,2007-01-06 23:04:39.0,0
3356,14113,2007-01-16 15:53:09.0,29,29,2007-01-16 15:53:09.0,0
27524,6079,2007-02-02 07:15:28.0,1,1,2007-02-03 01:50:52.0,0
12989,16150,2007-02-03 23:16:57.0,0,22,2007-01-06 23:51:22.0,0
6939,6405,2007-02-03 10:46:02.0,1,1,2006-12-31 13:18:57.0,0
812,7788,2007-02-01 02:03:23.0,1,1,2007-01-06 03:05:24.0,0
3216,39119,2007-01-24 18:17:52.0,1,1,2007-01-06 01:51:46.0,0
29304,8511,2007-02-03 21:20:32.0,486,530,2007-01-06 23:22:37.0,0
8220,5517,2007-02-03 10:24:45.0,0,1,2007-01-05 22:20:06.0,0
2516,7479,2007-02-04 00:28:35.0,1,1,2007-01-07 00:27:42.0,0
18797,16526,2007-02-03 15:03:52.0,1,16,2007-01-06 14:05:58.0,0
701,22654,2007-02-02 19:58:49.0,1,1,2007-01-06 23:30:50.0,0
22822,35916,2007-02-03 22:10:18.0,0,1,2007-01-06 23:21:48.0,0
8167,30122,2007-02-02 13:25:40.0,0,1,2007-01-04 21:53:47.0,0
3257,6939,2007-02-02 05:25:33.0,1,1,2007-01-05 10:08:07.0,0
14453,3320,2007-02-03 00:05:44.0,0,1,2007-01-05 19:02:36.0,0
21240,25086,2007-02-01 06:39:03.0,292,317,2007-01-20 16:52:14.0,0
8289,24862,2007-02-03 23:19:40.0,0,1,2007-01-06 23:17:56.0,0
11426,35971,2007-02-03 17:58:28.0,0,1,2007-01-06 22:21:56.0,0
6453,24875,2007-02-03 18:57:04.0,0,1,2007-01-06 06:40:30.0,0
174,32817,2007-02-03 13:18:36.0,0,1,2007-01-06 15:25:36.0,0
21531,26823,2007-02-02 08:52:43.0,1,1,2007-01-06 06:41:58.0,0
9184,41565,2007-01-18 21:31:56.0,0,1,2007-01-12 19:14:25.0,0
109,1239,2007-01-29 09:18:16.0,0,1,2007-01-06 11:57:49.0,0
24130,24064,2007-01-20 15:38:15.0,1,1,2007-01-20 15:38:15.0,0
1239,6395,2007-02-04 00:34:05.0,0,1,2007-01-07 00:31:56.0,0
702,41035,2007-01-25 14:35:18.0,1,1,2007-01-06 07:18:20.0,0
34292,9127,2007-02-03 23:22:20.0,1,1,2007-01-06 22:16:00.0,0
8220,8801,2007-02-03 23:26:21.0,0,1,2007-01-06 08:41:41.0,0
7473,5511,2007-02-04 00:23:25.0,1,161,2007-01-07 00:27:21.0,0
12883,20515,2007-02-03 07:21:13.0,0,1,2007-01-06 18:01:41.0,0
6461,21894,2007-02-04 00:03:12.0,1,1,2007-01-06 23:15:51.0,0
17494,23956,2007-02-03 20:21:04.0,0,1,2007-01-06 20:37:53.0,0
3549,32967,2007-02-03 15:28:15.0,1,1,2007-01-05 20:10:19.0,0
3549,19009,2007-02-04 00:34:18.0,0,1,2007-01-07 00:10:03.0,0
1299,8536,2007-01-06 01:45:00.0,1,1,2007-01-06 01:45:00.0,0
9942,9650,2007-02-03 21:42:18.0,0,1,2007-01-06 22:55:40.0,0
702,24435,2007-01-27 05:23:34.0,2,2,2007-01-01 18:06:29.0,0
5483,1299,2007-01-31 02:08:22.0,0,1,2007-01-01 03:01:55.0,0
4837,4637,2007-01-30 21:19:36.0,1,237,2007-02-03 23:39:42.0,0
3257,24587,2007-01-18 19:48:20.0,16,16,2007-01-18 19:48:20.0,0
3320,12310,2007-02-04 00:29:44.0,0,2,2007-01-07 00:25:24.0,0
7018,18457,2007-02-03 12:15:47.0,32,37,2007-01-13 16:47:07.0,0
19151,25369,2007-01-23 12:46:09.0,1,1,2007-01-23 12:46:09.0,0
701,6327,2007-02-04 00:33:51.0,0,3,2007-01-07 00:25:34.0,0
174,30000,2007-02-03 20:23:33.0,0,1,2007-01-06 21:56:28.0,0
4637,20406,2007-01-08 09:47:29.0,62,62,2007-01-08 09:47:29.0,0
3356,13819,2007-02-03 23:49:10.0,0,3,2007-01-07 00:09:30.0,0
9729,17734,2007-02-03 12:07:54.0,1,1,2007-01-06 20:24:57.0,0
31605,31017,2007-02-03 12:18:23.0,1,1,2007-01-06 15:08:54.0,0
1239,3249,2007-02-03 23:47:21.0,1,39,2007-01-07 00:21:25.0,0
12180,15053,2007-02-03 06:11:24.0,2,2,2007-01-06 10:33:32.0,0
34304,20722,2007-02-04 00:16:57.0,0,1,2007-01-06 20:25:14.0,0
7018,19384,2007-02-03 23:36:22.0,0,1,2007-01-06 23:34:14.0,0
2914,29126,2007-01-19 21:47:34.0,0,1,2007-01-19 21:47:34.0,0
35320,3261,2007-02-04 00:33:23.0,0,1,2007-01-07 00:24:28.0,0
701,13684,2007-02-03 15:31:25.0,0,1,2007-01-06 21:50:17.0,0
6939,27318,2007-02-03 05:23:12.0,1,1,2007-01-06 21:24:59.0,0
13768,11478,2007-02-03 22:25:24.0,1,1,2007-01-06 23:13:16.0,0
3320,9163,2007-02-03 23:09:06.0,2,2,2007-01-07 00:23:09.0,0
6383,11725,2007-02-03 07:43:11.0,0,1,2007-01-06 09:10:14.0,0
7132,12007,2007-02-03 23:57:47.0,0,1,2007-01-06 22:16:19.0,0
3602,27470,2007-02-03 18:48:51.0,0,1,2007-01-06 20:25:46.0,0
6461,35262,2007-02-03 21:19:38.0,1,1,2007-01-07 00:20:48.0,0
30870,39250,2007-02-03 18:58:53.0,1,10,2007-01-05 02:20:32.0,0
13345,30692,2007-02-03 20:30:30.0,2,2,2007-01-05 20:30:42.0,0
9148,9080,2006-12-31 04:52:33.0,1,8,2007-01-04 20:49:43.0,0
9070,8866,2007-01-31 23:11:52.0,1,1,2007-01-11 11:52:49.0,0
3320,8582,2007-02-03 04:31:13.0,1,1,2007-01-06 21:32:01.0,0
1299,31936,2007-02-03 09:22:01.0,0,1,2007-01-05 11:51:27.0,0
209,13775,2007-02-04 00:33:10.0,0,4,2007-01-06 06:25:31.0,0
7018,22420,2007-01-31 11:15:23.0,1,1,2007-01-06 08:56:29.0,0
1239,19643,2007-02-04 00:24:50.0,1,1,2007-01-06 22:48:51.0,0
19384,30491,2007-02-03 10:40:29.0,0,1,2007-01-06 19:43:36.0,0
15366,8928,2006-12-31 09:21:35.0,178,178,2006-12-31 09:21:35.0,0
23504,23393,2007-01-31 22:32:09.0,2,2,2006-12-31 17:05:31.0,0
286,12392,2007-02-03 05:28:49.0,0,2,2007-01-05 10:11:19.0,0
2914,20940,2007-02-02 13:53:48.0,1,1,2007-01-20 08:30:35.0,0
1668,6855,2007-02-03 14:57:50.0,182,182,2007-02-03 14:57:50.0,0
701,13388,2007-02-04 00:03:12.0,0,12,2007-01-06 23:20:39.0,0
3257,8657,2007-02-03 16:36:50.0,18,33,2007-01-05 18:32:37.0,0
701,23086,2007-02-02 17:54:07.0,1,1,2007-01-06 11:39:02.0,0
174,33747,2007-02-03 04:14:34.0,1,1,2007-01-06 20:38:43.0,0
7018,15150,2007-02-03 23:13:08.0,1,1,2007-01-06 21:59:20.0,0
13237,1200,2007-01-18 10:35:41.0,0,1,2007-01-06 09:27:35.0,0
209,27553,2007-02-03 22:25:11.0,0,1,2007-01-06 23:52:16.0,0
10026,17409,2007-02-02 07:25:54.0,0,1,2007-01-06 10:46:47.0,0
6140,19582,2007-02-03 23:46:01.0,0,1,2007-01-06 23:25:34.0,0
8968,15668,2007-01-29 16:07:12.0,1,1,2007-01-06 18:07:20.0,0
2828,10848,2007-01-18 16:55:29.0,1,1,2007-01-06 01:05:05.0,0
701,32644,2007-02-01 17:43:19.0,0,1,2007-01-05 15:19:44.0,0
7018,9680,2007-02-02 19:47:50.0,1,1,2007-01-06 19:30:56.0,0
40076,6983,2007-01-28 20:44:44.0,1,17,2007-01-31 18:14:17.0,0
6327,20218,2007-02-03 08:07:13.0,0,1,2007-01-06 23:51:58.0,0
21011,31113,2007-02-03 18:43:26.0,1,1,2007-01-06 20:58:17.0,0
15974,21255,2007-02-03 16:23:32.0,1,3,2007-01-06 20:45:38.0,0
8468,35751,2007-02-01 00:52:15.0,1,1,2006-12-31 16:02:21.0,0
2119,719,2007-02-03 21:07:38.0,1,11,2007-01-05 22:34:28.0,0
8341,21073,2007-02-02 02:35:33.0,17,21,2007-01-06 20:36:30.0,0
30890,39147,2007-02-04 00:35:13.0,1,2,2007-01-07 00:19:02.0,0
22773,26204,2007-02-04 00:24:20.0,1,1,2007-01-06 23:56:45.0,0
16329,25154,2007-02-02 02:45:44.0,1,1,2007-01-06 10:15:52.0,0
2914,26228,2007-02-03 23:48:28.0,0,1,2007-01-07 00:26:51.0,0
20632,21048,2007-02-03 23:18:16.0,0,1,2007-01-06 02:43:17.0,0
174,32704,2007-02-04 00:12:09.0,0,1,2007-01-06 14:36:45.0,0
7018,11090,2007-02-04 00:22:58.0,0,1,2007-01-07 00:21:16.0,0
9803,4847,2007-01-12 08:34:21.0,1,1,2007-01-12 08:34:21.0,0
21548,7271,2007-01-04 19:07:25.0,2,2,2007-01-04 19:07:25.0,0
23504,3356,2007-02-04 00:32:14.0,1,41,2007-01-07 00:31:46.0,0
1299,7796,2007-01-07 22:41:23.0,1,1,2007-01-07 22:41:23.0,0
22727,6395,2007-01-14 21:27:26.0,1,1,2007-01-09 08:09:08.0,0
701,6461,2007-02-03 23:32:32.0,1,1,2007-01-06 23:54:57.0,0
15412,9229,2007-01-16 18:39:04.0,4,536,2007-01-06 18:12:49.0,0
20485,8615,2007-02-03 16:09:41.0,0,1,2007-01-06 21:15:20.0,0
3209,31723,2007-02-03 04:39:22.0,2,2,2007-01-06 09:17:18.0,0
2152,131,2007-02-03 22:41:38.0,0,1,2007-01-07 00:28:20.0,0
6453,24640,2007-01-24 06:04:50.0,2,2,2007-01-01 10:50:34.0,0
22773,14878,2007-02-03 19:35:42.0,0,1,2007-01-06 18:47:35.0,0
701,10367,2007-02-03 23:39:55.0,0,1,2007-01-06 23:30:15.0,0
15641,16284,2007-02-03 20:52:26.0,1,1,2007-01-06 14:07:32.0,0
9132,31517,2007-01-10 12:43:14.0,1,23,2007-01-14 00:12:01.0,0
3561,27186,2007-01-31 23:14:32.0,5,5,2007-01-06 08:01:44.0,0
17970,24306,2007-01-31 05:58:40.0,0,1,2007-01-05 10:27:54.0,0
6848,5552,2007-02-03 12:37:52.0,1,1,2006-12-31 13:38:12.0,0
10910,36424,2007-02-03 07:29:23.0,1,1,2007-01-06 22:31:12.0,0
